id,x,y,z,vx,vy,vz
10910,154.936231,-136.573184,-251.682186,28.739198,-25.333027,-46.684653
10911,137.591344,-66.736826,-54.690321,25.233825,-12.239327,-10.030035
10912,7.321701,-2.901162,21.007726,1.536538,-0.608840,4.408698
10913,2403.554351,1826.330169,-3222.312796,448.382162,340.701207,-601.121242
10914,13.821744,-53.488432,42.697819,2.693434,-10.423255,8.320495
10915,37.139100,-24.957138,-21.924017,6.695324,-4.499197,-3.952395
10916,-9.708777,-7.122340,64.156617,-1.750589,-1.284229,11.568074
10917,132.951565,-71.034453,89.076053,22.936261,-12.254574,15.367037
10918,-7.895719,20.776026,4.901865,-1.705234,4.486987,1.058653
10919,-95.185454,141.920331,-57.464283,-22.701619,33.847833,-13.705164
10920,5396.972096,-441.413506,258.103524,1070.585693,-87.562243,51.199438
10921,419.616414,-373.996157,-336.438475,85.009416,-75.767281,-68.158531
10922,-2.492118,90.978241,177.183057,-0.509515,18.600553,36.225176
10923,13.702872,42.796044,17.946538,2.677764,8.363042,3.507045
10924,-9.890484,-5.931257,34.052242,-1.671909,-1.002633,5.756267
10925,12.682937,49.000285,-52.723666,2.194042,8.476641,-9.120755
10926,12.827635,49.784582,55.443286,2.449208,9.505478,10.585907
10927,-55.229738,38.670851,7.210382,-12.867148,9.009342,1.679839
10928,-9.991359,19.962885,-9.314560,-2.311883,4.619177,-2.155280
10929,26.891841,-29.151169,35.406144,4.862029,-5.270514,6.401410
10930,54.377923,-8.283305,55.222986,14.052266,-2.140560,14.270646
10931,-140.148214,313.224907,359.935872,-32.430649,72.481030,83.290065
10932,27.293952,36.379241,-19.280059,6.855283,9.137189,-4.842474
10933,24.777897,-23.192595,-21.419155,7.664234,-7.173872,-6.625317
10934,-3.098459,9.071494,-10.799064,-0.741461,2.170809,-2.584216
10935,63.882890,-40.289942,13.374320,13.262464,-8.364429,2.776587
10936,85.588569,6.683678,53.431852,17.393106,1.358241,10.858294
10937,-34.487379,0.690104,30.278114,-7.006643,0.140205,6.151466
10938,-8757.860351,-1065.147703,-4219.722470,-1540.073071,-187.306628,-742.039800
10939,-14.130222,22.611626,35.658732,-3.063998,4.903106,7.732242
10940,30.440901,-20.933891,-32.185383,5.503093,-3.784420,-5.818460
10941,-5.627439,8.010330,-31.287716,-0.993370,1.414004,-5.522987
10942,-494.681461,-439.877672,-171.476569,-126.905464,-112.846113,-43.990558
10943,-108.175011,-105.546659,-97.589314,-24.786285,-24.184047,-22.360770
10944,51.805895,124.841887,76.225092,8.986348,21.655309,13.222148
10945,-22.881916,12.615764,35.918071,-5.531416,3.049702,8.682742
10946,5600.389991,-959.103978,-4903.942288,1335.601348,-228.730601,-1169.509970
10947,34.900648,-30.047873,-41.650064,7.179425,-6.181159,-8.567849
10948,13.210159,-12.027167,9.627876,2.252904,-2.051153,1.641970
10949,-34.877889,-21.666815,-19.893938,-6.597618,-4.098567,-3.763204
10950,663.037747,-247.011104,126.846637,108.982249,-40.600744,20.849540
