id,x,y,z,vx,vy,vz
2511,1.606720,14.889207,13.535809,0.398802,3.695630,3.359705
2512,29.920394,171.390752,73.193813,5.598008,32.066647,13.694322
2513,19.805764,43.494287,50.534866,4.074001,8.946676,10.394907
2514,37.142990,23.339991,12.884653,7.067786,4.441270,2.451767
2515,-24.121674,59.480394,50.509257,-5.070156,12.502237,10.616585
2516,-179.438363,88.404922,-172.147611,-38.549599,18.992451,-36.983292
2517,-105.862255,298.430288,36.773649,-17.919215,50.515045,6.224645
2518,-190.308837,-5266.764355,-4168.278330,-35.913049,-993.887469,-786.592929
2519,-23.045243,55.186219,-0.970352,-4.904747,11.745350,-0.206521
2520,3642.718921,-6773.796374,-324.143433,733.519211,-1364.011300,-65.271420
2521,343.076593,-42.839607,11.025672,63.819457,-7.969067,2.051007
2522,-28.415894,4.458753,33.397721,-6.821793,1.070411,8.017778
2523,73.327622,74.382928,9.438956,16.005508,16.235854,2.060278
2524,-68.561816,63.515789,-14.388296,-16.079424,14.896007,-3.374408
2525,-13.104148,11.876563,-31.577882,-2.558867,2.319154,-6.166260
2526,14.702852,-98.829435,59.034215,2.840228,-19.091408,11.403953
2527,15.642393,-9.013384,12.246491,2.621480,-1.510536,2.052367
2528,2700.826013,-4295.167875,-5016.470228,680.691986,-1082.515622,-1264.306203
2529,-1.923096,-21.791906,-23.611818,-0.458240,-5.192628,-5.626281
2530,13.789042,48.410034,71.980846,3.223221,11.315958,16.825690
2531,-122.303830,20.815217,-46.659143,-26.442975,4.500401,-10.088045
2532,1539.870774,-1497.420451,7079.150330,250.448227,-243.544006,1151.369766
2533,-36.356963,49.887634,-4.781250,-7.860731,10.786194,-1.033753
2534,59.979312,-642.516579,-323.058172,11.517776,-123.381910,-62.036585
2535,60.149869,-26.482668,33.193131,10.154642,-4.470866,5.603742
2536,-185.582514,273.789231,-192.159473,-42.520982,62.731055,-44.027906
